Order ID,order_date,City,Revenue,Discount,Quantity,Customer Age,Is Member,Channel,Sales Channel,Currency,Sales Rep,Email,Notes,
ORD-1042,2025-07-05,Chennai,"$1,114.98",0.7%,5.0,47.0,Yes,Online,Online,INR,R. Iyer ,customer42@example.com,,
ORD-1208,10/10/2025,mumbai,$650.27,14.0%,7.0,30.0,No,Store,Store,INR,A. Sharma,customer208@example.com,,
ORD-1123,2025-06-01,MUMBAI,"$1,149.09",25.9%,4.0,,No,Online,Online,INR,A. Sharma,customer123@example.com,,
ORD-1752,2025-11-12,Bengaluru,"$1,697.65",27.8%,7.0,37.0,No,Partner,Partner,INR,A. Sharma,customer752@example.com,,
ORD-1855,2026-01-21,Chennai,$983.17,24.6%,4.0,47.0,No,Store,Store,INR,P. Nair ,customer855@example.com,,
ORD-1810,2025-07-05,mumbai,$867.57,8.6%,10.0,16.0,No,Store,Store,INR,R. Iyer ,customer810@example.com,,
ORD-1469,2025-04-06,delhi,"$1,173.78",7.8%,11.0,61.0,No,Online,Online,INR,  M. Khan,customer469@example.com,,
ORD-1379,2025-05-17,unknown,"$1,228.03",2.9%,6.0,47.0,No,Online,Online,INR,S. Bose,customer379@example.com,,
ORD-1134,2025-10-02,Kolkata,"$1,107.28",27.6%,1.0,50.0,No,Online,Online,INR,S. Bose,customer134@example.com,,
ORD-1611,2026-03-25,Chennai,$693.91,13.7%,6.0,19.0,No,Online,Online,INR,R. Iyer ,customer611@example.com,,
ORD-1052,2025-11-13,Bengaluru,$824.88,32.8%,4.0,38.0,Yes,Online,Online,INR,S. Bose,customer52@example.com,,
ORD-1104,2025-04-18,Mumbai,"$1,051.95",31.0%,11.0,53.0,No,Online,Online,INR,A. Sharma,customer104@example.com,,
ORD-1003,2025-04-04,Mumbai,$281.26,12.1%,11.0,33.0,No,Online,Online,INR,R. Iyer ,customer3@example.com,,
ORD-1326,2025-07-30,Chennai,"$1,438.50",16.6%,8.0,29.0,Yes,Partner,Partner,INR,  M. Khan,customer326@example.com,,
ORD-1159,2025-04-21,Bengaluru,"$1,049.27",31.4%,10.0,34.0,No,Store,Store,INR,A. Sharma,customer159@example.com,,
ORD-1331,2025-11-23,Bengaluru,$822.44,19.3%,2.0,29.0,No,Online,Online,INR,R. Iyer ,customer331@example.com,,
ORD-1686,2025-10-24,Bengaluru,$508.87,32.6%,1.0,,No,Online,Online,INR,A. Sharma,customer686@example.com,,
ORD-1763,2025-10-29,unknown,$908.69,0.5%,4.0,33.0,No,Online,Online,INR,A. Sharma,customer763@example.com,,
ORD-1452,28/12/2025,bengaluru,"$1,158.64",3.0%,6.0,43.0,No,Online,Online,INR,P. Nair ,customer452@example.com,,
ORD-1581,2025-03-15,MUMBAI,$677.23,13.0%,5.0,29.0,No,Online,Online,INR,R. Iyer ,customer581@example.com,,
ORD-1129,2025-12-05,Chennai,$285.15,7.7%,1.0,,No,Store,Store,INR,  M. Khan,customer129@example.com,,
ORD-1819,2025-08-27,Chennai,"$1,882.83",11.9%,1.0,41.0,No,Online,Online,INR,R. Iyer ,customer819@example.com,,
ORD-1213,2025-12-04,MUMBAI,"$1,499.53",8.1%,4.0,58.0,No,Store,Store,INR,P. Nair ,customer213@example.com,,
ORD-1787,2025-12-02,Bengaluru,"$2,242.76",32.3%,3.0,27.0,Yes,Store,Store,INR,A. Sharma,customer787@example.com,,
ORD-1546,2025-12-02,mumbai,$482.29,24.6%,7.0,15.0,No,Online,Online,INR,  M. Khan,customer546@example.com,,
ORD-1196,2025-09-12,Chennai,$932.16,18.0%,8.0,44.0,Yes,Online,Online,INR,S. Bose,customer196@example.com,,
ORD-1792,2025-08-29,MUMBAI,$461.24,24.2%,1.0,56.0,No,Online,Online,INR,A. Sharma,customer792@example.com,,
ORD-1561,2025-03-14,delhi,"$1,440.29",29.0%,4.0,,Yes,Online,Online,INR,A. Sharma,customer561@example.com,,
ORD-1694,02/05/2025,Kolkata,"$1,043.32",31.1%,8.0,22.0,Yes,Partner,Partner,INR,  M. Khan,customer694@example.com,,
ORD-1796,2031-08-14,Chennai,"$1,301.00",1.8%,7.0,44.0,No,Store,Store,INR,P. Nair ,customer796@example.com,,
ORD-1444,2025-10-13,Kolkata,"$1,443.72",28.2%,3.0,31.0,No,Online,Online,INR,R. Iyer ,customer444@example.com,,
ORD-1514,2025-07-10,Delhi,$941.58,27.8%,7.0,24.0,No,Store,Store,INR,R. Iyer ,customer514@example.com,,
ORD-1500,2026-03-10,mumbai,$448.88,23.5%,10.0,56.0,No,Online,Online,INR,A. Sharma,customer500@example.com,,
ORD-1782,2025-09-06,Delhi,$743.65,3.9%,2.0,58.0,No,Online,Online,INR,S. Bose,customer782@example.com,,
ORD-1742,2025-06-18,Bengaluru,$735.68,10.0%,9.0,38.0,No,Online,Online,INR,A. Sharma,customer742@example.com,,
ORD-1423,2025-06-16,Bengaluru,N/A,6.2%,1.0,42.0,No,Online,Online,INR,R. Iyer ,customer423@example.com,,
ORD-1108,2026-03-26,delhi,$940.84,24.5%,11.0,52.0,No,Store,Store,INR,R. Iyer ,customer108@example.com,,
ORD-1033,2025-05-19,Chennai,"$1,759.47",15.4%,10.0,30.0,No,Online,Online,INR,S. Bose,customer33@example.com,,
ORD-1132,2025-05-04,delhi,"$1,206.99",18.5%,4.0,35.0,No,Partner,Partner,INR,A. Sharma,customer132@example.com,,
ORD-1669,2026-02-20,Kolkata,$904.06,3.9%,4.0,,No,Store,Store,INR,R. Iyer ,customer669@example.com,,
ORD-1877,2026-03-20,Chennai,"$1,608.03",16.0%,3.0,48.0,No,Online,Online,INR,R. Iyer ,customer877@example.com,,
ORD-1588,2025-05-26,mumbai,$789.40,29.7%,8.0,43.0,Yes,Online,Online,INR,A. Sharma,customer588@example.com,,
ORD-1717,2025-06-12,delhi,$557.05,4.5%,3.0,40.0,No,Partner,Partner,INR,S. Bose,customer717@example.com,,
ORD-1066,2025-12-15,Kolkata,"$1,069.98",22.3%,2.0,51.0,No,Online,Online,INR,  M. Khan,customer66@example.com,,
ORD-1477,2025-07-03,Bengaluru,$559.77,33.3%,6.0,18.0,Yes,Partner,Partner,INR,S. Bose,customer477@example.com,,
ORD-1149,2025-07-21,Delhi,"$2,021.19",1.3%,3.0,,No,Store,Store,INR,P. Nair ,customer149@example.com,,
ORD-1130,2025-05-17,Bengaluru,"$1,038.16",11.5%,5.0,44.0,No,Online,Online,INR,P. Nair ,customer131@example.com,,
ORD-1348,2025-12-18,Bengaluru,$621.50,19.9%,7.0,37.0,No,Partner,Partner,INR,A. Sharma,customer348@example.com,,
ORD-1800,2025-03-12,Mumbai,"$1,067.71",28.5%,2.0,54.0,No,Store,Store,INR,S. Bose,customer800@example.com,,
ORD-1443,2025-04-14,bengaluru,"$2,808.92",26.0%,5.0,40.0,No,Online,Online,INR,A. Sharma,customer443@example.com,,
ORD-1143,2025-08-14,Bengaluru,"$1,031.24",23.9%,9.0,69.0,Yes,Partner,Partner,INR,R. Iyer ,customer143@example.com,,
ORD-1495,2025-10-28,Kolkata,"$1,265.90",9.4%,11.0,50.0,No,Online,Online,INR,A. Sharma,customer495@example.com,,
ORD-1646,2025-07-12,Delhi,$984.60,1.9%,11.0,38.0,No,Online,Online,INR,A. Sharma,customer646@example.com,,
ORD-1575,2025-03-04,chennai,"$1,059.15",4.8%,2.0,35.0,No,Partner,Partner,INR,A. Sharma,customer575@example.com,,
ORD-1184,2025-09-07,Delhi,"$1,014.40",20.0%,2.0,36.0,No,Store,Store,INR,A. Sharma,customer184@example.com,,
ORD-1776,2025-04-27,Delhi,$946.82,13.3%,5.0,36.0,Yes,Partner,Partner,INR,  M. Khan,customer776@example.com,,
ORD-1688,2025-07-08,Bengaluru,$479.81,34.2%,8.0,56.0,No,Partner,Partner,INR,P. Nair ,customer688@example.com,,
ORD-1163,2025-10-10,Chennai,$915.21,24.9%,5.0,35.0,Yes,Store,Store,INR,R. Iyer ,customer163@example.com,,
ORD-1440,2025-10-18,Mumbai,$247.68,5.9%,2.0,,No,Online,Online,INR,A. Sharma,customer440@example.com,,
ORD-1045,2026-03-13, Mumbai ,$861.57,28.3%,11.0,,No,Store,Store,INR,R. Iyer ,customer45@example.com,,
ORD-1767,2026-01-27,Bengaluru,$527.88,33.3%,5.0,34.0,Yes,Store,Store,INR,S. Bose,customer767@example.com,,
ORD-1267,2025-04-30,Delhi,$851.65,28.3%,6.0,46.0,No,Store,Store,INR,P. Nair ,customer267@example.com,,
ORD-1120,2025-07-17,Bengaluru,"$1,412.03",3.9%,7.0,29.0,No,Store,Store,INR,P. Nair ,customer120@example.com,,
ORD-1647,2026-04-03,Kolkata,"$1,471.01",26.0%,7.0,,No,Online,Online,INR,P. Nair ,customer647@example.com,,
ORD-1089,2025-09-27,DELHI,$957.51,27.2%,4.0,21.0,No,Online,Online,INR,R. Iyer ,customer89@example.com,,
ORD-1464,2025-09-09,Mumbai,"$1,859.49",17.1%,-1.0,29.0,Yes,Online,Online,INR,S. Bose,customer464@example.com,,
ORD-1521,2025-09-18,Mumbai,"$1,062.66",19.6%,10.0,35.0,No,Online,Online,INR,A. Sharma,customer521@example.com,,
ORD-1107,2026-01-26,bengaluru,"$1,426.27",20.9%,2.0,,Yes,Online,Online,INR,A. Sharma,customer107@example.com,,
ORD-1582,2025-04-11,Delhi,"$1,197.61",31.1%,10.0,55.0,No,Store,Store,INR,A. Sharma,customer582@example.com,,
ORD-1650,2025-07-24,unknown,"$1,590.23",25.5%,9.0,42.0,No,Online,Online,INR,A. Sharma,customer650@example.com,,
ORD-1384,2026-01-25,Mumbai,$659.54,24.5%,3.0,,No,Online,Online,INR,P. Nair ,customer384@example.com,,
ORD-1266,2026-03-06,Mumbai,"$1,596.13",19.2%,3.0,43.0,No,Online,Online,INR,R. Iyer ,customer266@example.com,,
ORD-1612,2025-08-22,bengaluru,"$1,224.20",25.7%,6.0,36.0,Yes,Partner,Partner,INR,S. Bose,customer612@example.com,,
ORD-1524,16/04/2025,Bengaluru,$793.21,19.4%,9.0,41.0,No,Online,Online,INR,R. Iyer ,customer524@example.com,,
ORD-1249,31/05/2025,Mumbai,$936.48,4.9%,7.0,30.0,Yes,Online,Online,INR,  M. Khan,customer249@example.com,,
ORD-1591,2025-11-12,Bengaluru,$395.97,2.6%,9.0,42.0,No,Store,Store,INR,A. Sharma,customer591@example.com,,
ORD-1667,2031-08-14,chennai,"$1,121.83",10.5%,10.0,37.0,No,Store,Store,INR,S. Bose,customer667@example.com,,
ORD-1140,2025-03-26,Mumbai,$363.83,11.7%,3.0,23.0,No,Store,Store,INR,P. Nair ,customer140@example.com,,
ORD-1323,2026-03-03,delhi,"$1,624.81",29.5%,10.0,,No,Online,Online,INR,S. Bose,customer323@example.com,,
ORD-1571,2025-12-28,Chennai,$987.99,7.9%,9.0,33.0,No,Store,Store,INR,P. Nair ,customer571@example.com,,
ORD-1356,2025-12-03,mumbai,"$1,687.58",32.8%,11.0,,No,Store,Store,INR,P. Nair ,customer356@example.com,,
ORD-1352,2025-12-25,Bengaluru,"$1,903.73",30.3%,6.0,60.0,No,Online,Online,INR,P. Nair ,customer352@example.com,,
ORD-1316,2025-10-20,delhi,$247.85,11.7%,5.0,41.0,No,Store,Store,INR,R. Iyer ,customer316@example.com,,
ORD-1150,2025-06-28,delhi,"$1,042.88",18.0%,1.0,,Yes,Online,Online,INR,A. Sharma,customer150@example.com,,
ORD-1895,2025-10-17,delhi,$341.67,5.4%,1.0,37.0,Yes,Online,Online,INR,P. Nair ,customer895@example.com,,
ORD-1099,2025-06-13,Delhi,$506.91,1.0%,999.0,38.0,Yes,Partner,Partner,INR,R. Iyer ,customer99@example.com,,
ORD-1731,2025-05-11,Kolkata,"$1,613.64",21.5%,6.0,40.0,No,Store,Store,INR,S. Bose,customer731@example.com,,
ORD-1124,2025-06-22,Chennai,"$1,946.41",8.1%,5.0,52.0,No,Online,Online,INR,A. Sharma,customer124@example.com,,
ORD-1485,2026-03-09,unknown,$535.05,33.7%,1.0,36.0,Yes,Online,Online,INR,A. Sharma,customer485@example.com,,
ORD-1141,2025-11-18,Kolkata,$720.08,9.1%,9.0,49.0,No,Online,Online,INR,R. Iyer ,customer141@example.com,,
ORD-1021,2025-11-30,chennai,$834.01,5.2%,11.0,,No,Online,Online,INR,  M. Khan,customer21@example.com,,
ORD-1623,2026-03-11,Bengaluru,"$1,126.18",9.3%,8.0,71.0,No,Store,Store,INR,A. Sharma,customer623@example.com,,
ORD-1433,21/03/2026,Mumbai,"$1,187.31",5.0%,8.0,23.0,Yes,Partner,Partner,INR,  M. Khan,customer433@example.com,,
ORD-1314,2025-10-13,DELHI,"$2,584.90",28.3%,10.0,12.0,Yes,Online,Online,INR,P. Nair ,customer314@example.com,,
ORD-1049,2025-06-16,delhi,"$1,775.98",34.6%,9.0,16.0,Yes,Online,Online,INR,  M. Khan,customer49@example.com,,
ORD-1454,2026-03-25,unknown,$229.98,10.5%,1.0,41.0,Yes,Online,Online,INR,  M. Khan,customer454@example.com,,
ORD-1648,2026-01-03,Mumbai,"$1,156.97",24.1%,4.0,38.0,No,Online,Online,INR,A. Sharma,customer648@example.com,,
ORD-1322,2025-03-16,MUMBAI,"$1,048.36",21.2%,10.0,45.0,No,Store,Store,INR,  M. Khan,customer322@example.com,,
ORD-1501,2025-07-20,Chennai,"$1,454.44",8.5%,7.0,35.0,Yes,Online,Online,INR,R. Iyer ,customer501@example.com,,
ORD-1050,2025-03-03,Bengaluru,$600.25,21.0%,7.0,44.0,No,Online,Online,INR,  M. Khan,customer50@example.com,,
ORD-1734,2025-10-09,delhi,"$1,333.81",23.0%,2.0,36.0,No,Online,Online,INR,S. Bose,customer734@example.com,,
ORD-1844,2025-03-07,Chennai,$417.92,3.9%,11.0,46.0,Yes,Online,Online,INR,P. Nair ,customer844@example.com,,
ORD-1526,2026-03-20,Delhi,"$1,389.85",29.5%,8.0,54.0,No,Online,Online,INR,R. Iyer ,customer526@example.com,,
ORD-1897,2025-10-30,Kolkata,$743.23,30.9%,9.0,31.0,No,Online,Online,INR,R. Iyer ,customer897@example.com,,
ORD-1857,24/01/2026,Mumbai,N/A,32.7%,6.0,7.0,Yes,Store,Store,INR,A. Sharma,customer857@example.com,,
ORD-1698,2025-09-30,bengaluru,"$1,301.00",6.6%,11.0,23.0,Yes,Online,Online,INR,P. Nair ,customer698@example.com,,
ORD-1026,2025-04-02,Bengaluru,"$1,602.81",7.2%,7.0,,Yes,Online,Online,INR,S. Bose,customer26@example.com,,
ORD-1673,2025-12-19,Kolkata,$957.85,13.4%,11.0,,No,Partner,Partner,INR,A. Sharma,customer673@example.com,,
ORD-1253,2025-03-28,Mumbai,"$1,284.47",11.9%,5.0,,No,Store,Store,INR,A. Sharma,customer253@example.com,,
ORD-1644,2025-12-22,bengaluru,"$1,654.47",27.1%,10.0,20.0,Yes,Store,Store,INR,P. Nair ,customer644@example.com,,
ORD-1741,2031-08-14,mumbai,"$1,579.52",24.3%,10.0,48.0,Yes,Store,Store,INR,  M. Khan,customer741@example.com,,
ORD-1889,2025-10-07,Chennai,$622.90,8.6%,6.0,41.0,No,Online,Online,INR,R. Iyer ,customer889@example.com,,
ORD-1058,2026-01-31,Kolkata,"$1,272.18",3.3%,5.0,42.0,No,Online,Online,INR,S. Bose,customer58@example.com,,
ORD-1723,2025-09-29,delhi,"$1,075.26",16.0%,7.0,33.0,No,Online,Online,INR,R. Iyer ,customer723@example.com,,
ORD-1272,2025-12-11,Delhi,"$1,033.05",33.2%,11.0,33.0,No,Store,Store,INR,R. Iyer ,customer272@example.com,,
ORD-1592,2025-09-20,Chennai,$671.04,7.9%,10.0,22.0,Yes,Store,Store,INR,  M. Khan,customer592@example.com,,
ORD-1240,2025-07-20,Mumbai,$456.14,16.2%,8.0,,No,Store,Store,INR,S. Bose,customer240@example.com,,
ORD-1310,2025-04-10,mumbai,$740.59,29.4%,1.0,0.0,No,Online,Online,INR,S. Bose,customer310@example.com,,
ORD-1053,2025-12-01,bengaluru,"$1,052.13",8.4%,8.0,41.0,No,Online,Online,INR,  M. Khan,customer53@example.com,,
ORD-1600,2025-03-17,delhi,N/A,19.5%,10.0,,Yes,Online,Online,INR,A. Sharma,customer600@example.com,,
ORD-1392,2025-10-18,Mumbai,$774.73,28.6%,7.0,34.0,No,Online,Online,INR,A. Sharma,customer392@example.com,,
ORD-1872,2025-04-01,Kolkata,$615.98,9.5%,3.0,,No,Store,Store,INR,A. Sharma,customer872@example.com,,
ORD-1285,2025-03-05,Bengaluru,$611.44,30.4%,6.0,72.0,No,Store,Store,INR,R. Iyer ,customer285@example.com,,
ORD-1232,2025-04-18,Bengaluru,$458.91,12.4%,7.0,22.0,No,Online,Online,INR,S. Bose,customer232@example.com,,
ORD-1155,2026-03-04,Kolkata,$130.74,11.4%,7.0,13.0,Yes,Store,Store,INR,  M. Khan,customer155@example.com,,
ORD-1278,2025-10-18,mumbai,"$2,071.72",31.8%,6.0,,Yes,Store,Store,INR,S. Bose,customer278@example.com,,
ORD-1434,2025-10-08,Mumbai,$386.40,3.1%,1.0,29.0,No,Store,Store,INR,  M. Khan,customer434@example.com,,
ORD-1138,2025-10-02,DELHI,$733.09,26.6%,10.0,37.0,Yes,Store,Store,INR,S. Bose,customer138@example.com,,
ORD-1349,2025-05-15,Bengaluru,$687.38,21.6%,11.0,25.0,No,Online,Online,INR,R. Iyer ,customer349@example.com,,
ORD-1441,2025-11-27,delhi,$827.41,4.1%,5.0,43.0,Yes,Online,Online,INR,R. Iyer ,customer441@example.com,,
ORD-1563,2025-11-06,mumbai,"$1,176.99",8.6%,6.0,44.0,No,Online,Online,INR,A. Sharma,customer563@example.com,,
ORD-1306,2025-08-24,Bengaluru,$893.88,12.2%,6.0,46.0,Yes,Online,Online,INR,R. Iyer ,customer306@example.com,,
ORD-1273,08/08/2025,Mumbai,$358.13,28.9%,6.0,,Yes,Online,Online,INR,A. Sharma,customer273@example.com,,
ORD-1062,04/11/2025,chennai,$730.41,16.2%,5.0,24.0,No,Online,Online,INR,P. Nair ,customer62@example.com,,
ORD-1790,2025-10-24,Chennai,"$1,821.88",17.8%,10.0,20.0,No,Online,Online,INR,R. Iyer ,customer790@example.com,,
ORD-1802,2025-03-09,Delhi,"$1,524.54",5.9%,2.0,59.0,Yes,Online,Online,INR,S. Bose,customer802@example.com,,
ORD-1416,2025-05-23,Delhi,"$1,117.87",0.8%,9.0,55.0,No,Store,Store,INR,A. Sharma,customer416@example.com,,
ORD-1370,2026-01-02,Delhi,$799.11,14.2%,9.0,32.0,Yes,Online,Online,INR,R. Iyer ,customer370@example.com,,
ORD-1579,2025-04-01,Bengaluru,"$1,787.49",3.5%,7.0,53.0,No,Store,Store,INR,P. Nair ,customer579@example.com,,
ORD-1396,2026-03-23,Delhi,"$1,097.68",16.3%,4.0,57.0,Yes,Online,Online,INR,A. Sharma,customer396@example.com,,
ORD-1761,2025-11-16,Chennai,$781.41,12.0%,8.0,,No,Store,Store,INR,  M. Khan,customer761@example.com,,
ORD-1111,2026-03-06,mumbai,$755.47,1.1%,5.0,38.0,No,Store,Store,INR,  M. Khan,customer111@example.com,,
ORD-1891,2025-10-26,bengaluru,$555.37,0.5%,3.0,45.0,No,Store,Store,INR,P. Nair ,customer891@example.com,,
ORD-1577,28/09/2025,Kolkata,$777.88,18.5%,2.0,16.0,No,Store,Store,INR,R. Iyer ,customer577@example.com,,
ORD-1583,2026-03-29,mumbai,"$1,476.81",8.7%,1.0,53.0,Yes,Store,Store,INR,R. Iyer ,customer583@example.com,,
ORD-1749,2025-03-18,Mumbai,$743.35,32.5%,7.0,52.0,No,Online,Online,INR,R. Iyer ,customer749@example.com,,
ORD-1658,2025-06-30,Mumbai,$891.58,3.2%,3.0,35.0,No,Store,Store,INR,R. Iyer ,customer658@example.com,,
ORD-1880,2025-05-17,DELHI,$173.95,7.4%,7.0,,No,Store,Store,INR,P. Nair ,customer880@example.com,,
ORD-1532,2026-02-28,-,"$1,361.43",6.9%,1.0,33.0,No,Online,Online,INR,  M. Khan,customer532@example.com,,
ORD-1604,2025-11-05,chennai,"$1,133.91",2.7%,8.0,52.0,No,Partner,Partner,INR,R. Iyer ,customer604@example.com,,
ORD-1357,2025-05-02,Bengaluru,"$1,042.90",4.7%,5.0,22.0,No,Online,Online,INR,A. Sharma,customer358@example.com,,
ORD-1554,2025-05-04,Kolkata,$803.04,18.1%,3.0,29.0,Yes,Store,Store,INR,S. Bose,customer554@example.com,,
ORD-1424,22/10/2025,Bengaluru,"$1,886.46",34.2%,4.0,37.0,No,Store,Store,INR,S. Bose,customer424@example.com,,
ORD-1197,2026-01-10,Kolkata,"$1,877.45",13.7%,6.0,27.0,Yes,Online,Online,INR,P. Nair ,customer197@example.com,,
ORD-1631,2025-08-08,bengaluru,$599.90,1.5%,5.0,41.0,Yes,Online,Online,INR,R. Iyer ,customer631@example.com,,
ORD-1068,2025-05-07,DELHI,$636.49,13.4%,6.0,44.0,Yes,Store,Store,INR,S. Bose,customer68@example.com,,
ORD-1837,2025-05-27,Kolkata,"$1,000.67",17.2%,11.0,42.0,No,Online,Online,INR,R. Iyer ,customer837@example.com,,
ORD-1774,2025-12-19,bengaluru,"$1,321.49",13.5%,8.0,39.0,No,Online,Online,INR,  M. Khan,customer774@example.com,,
ORD-1735,2025-10-21,delhi,"$1,043.61",8.7%,1.0,45.0,No,Online,Online,INR,A. Sharma,customer735@example.com,,
ORD-1187,2025-06-15,Delhi,"$1,992.99",11.9%,3.0,,No,Online,Online,INR,S. Bose,customer187@example.com,,
ORD-1824,2025-10-05,Mumbai,$991.58,12.6%,6.0,54.0,No,Store,Store,INR,R. Iyer ,customer824@example.com,,
ORD-1330,2025-09-06,Delhi,"$1,076.57",27.7%,5.0,27.0,Yes,Store,Store,INR,A. Sharma,customer330@example.com,,
ORD-1342,27/09/2025,unknown,"$1,006.62",26.6%,10.0,35.0,No,Online,Online,INR,S. Bose,customer342@example.com,,
ORD-1426,2026-01-15,Chennai,$928.64,31.6%,8.0,21.0,No,Online,Online,INR,A. Sharma,customer426@example.com,,
ORD-1363,2025-06-26,Bengaluru,$396.57,34.8%,6.0,39.0,Yes,Online,Online,INR,P. Nair ,customer363@example.com,,
ORD-1313,2025-04-11,Bengaluru,$939.68,22.1%,5.0,38.0,Yes,Store,Store,INR,S. Bose,customer313@example.com,,
ORD-1451,2025-07-26,mumbai,"$1,476.85",17.2%,3.0,35.0,No,Online,Online,INR,  M. Khan,customer451@example.com,,
ORD-1830,2025-12-31,Mumbai,$589.89,26.7%,3.0,43.0,No,Online,Online,INR,S. Bose,customer830@example.com,,
ORD-1194,2025-03-11,Delhi,$603.63,23.3%,10.0,0.0,No,Store,Store,INR,P. Nair ,customer194@example.com,,
ORD-1832,2031-08-14,Mumbai,$751.70,1.9%,5.0,27.0,No,Online,Online,INR,R. Iyer ,customer832@example.com,,
ORD-1827,2026-01-03,Bengaluru,$857.60,6.3%,8.0,,Yes,Online,Online,INR,R. Iyer ,customer827@example.com,,
ORD-1627,2025-05-31,MUMBAI,$238.34,13.5%,10.0,24.0,No,Online,Online,INR,R. Iyer ,customer627@example.com,,
ORD-1224,2026-03-30,Chennai,$859.80,4.8%,2.0,54.0,No,Online,Online,INR,R. Iyer ,customer224@example.com,,
ORD-1750,2026-02-25,Delhi,$600.44,23.6%,10.0,37.0,No,Store,Store,INR,A. Sharma,customer750@example.com,,
ORD-1051,2025-04-11,Bengaluru,"$1,282.02",31.9%,5.0,37.0,No,Store,Store,INR,P. Nair ,customer51@example.com,,
ORD-1864,2026-02-20,DELHI,"$1,267.13",26.6%,3.0,32.0,Yes,Online,Online,INR,A. Sharma,customer864@example.com,,
ORD-1242,2025-04-30,Kolkata,"$1,079.67",28.8%,10.0,52.0,No,Online,Online,INR,R. Iyer ,customer242@example.com,,
ORD-1075,2025-05-24,Mumbai,"$1,637.82",3.1%,5.0,28.0,No,Online,Online,INR,  M. Khan,customer75@example.com,,
ORD-1219,2026-03-05,DELHI,"$2,066.30",11.6%,11.0,50.0,No,Partner,Partner,INR,  M. Khan,customer219@example.com,,
ORD-1222,2026-01-15,Bengaluru,$516.80,26.7%,5.0,,No,Online,Online,INR,  M. Khan,customer222@example.com,,
ORD-1580,2026-01-25,Bengaluru,"$2,074.43",27.5%,7.0,,No,Online,Online,INR,S. Bose,customer580@example.com,,
ORD-1875,12/10/2025,Bengaluru,"$1,422.00",18.0%,2.0,,Yes,Store,Store,INR,R. Iyer ,customer875@example.com,,
ORD-1754,2025-07-14,Bengaluru,"$1,449.10",11.2%,7.0,50.0,No,Online,Online,INR,A. Sharma,customer754@example.com,,
ORD-1359,2026-02-18,MUMBAI,$803.34,22.4%,6.0,37.0,Yes,Store,Store,INR,A. Sharma,customer359@example.com,,
ORD-1319,2026-01-20,Bengaluru,"$1,690.14",18.6%,7.0,54.0,No,Online,Online,INR,  M. Khan,customer319@example.com,,
ORD-1557,2025-03-24,Mumbai,"$1,139.91",13.0%,1.0,,Yes,Store,Store,INR,P. Nair ,customer557@example.com,,
ORD-1369,2025-09-25, Mumbai ,"$1,017.41",9.1%,6.0,17.0,No,Store,Store,INR,R. Iyer ,customer369@example.com,,
ORD-1595,2025-12-06,mumbai,N/A,31.3%,9.0,20.0,No,Partner,Partner,INR,A. Sharma,customer595@example.com,,
ORD-1793,2025-10-11,mumbai,$644.05,18.6%,10.0,32.0,No,Online,Online,INR,A. Sharma,customer793@example.com,,
ORD-1004,2025-05-23,-,$738.97,13.2%,6.0,,No,Online,Online,INR,S. Bose,customer4@example.com,,
ORD-1282,2025-11-15,chennai,$486.78,6.8%,7.0,32.0,No,Store,Store,INR,A. Sharma,customer282@example.com,,
ORD-1006,2025-03-15,Delhi,"$1,473.44",21.5%,11.0,48.0,No,Online,Online,INR,R. Iyer ,customer6@example.com,,
ORD-1681,2025-07-18,Mumbai,$817.44,17.7%,6.0,68.0,No,Online,Online,INR,P. Nair ,customer681@example.com,,
ORD-1128,2025-10-28,Bengaluru,"$1,285.39",26.9%,7.0,0.0,No,Store,Store,INR,A. Sharma,customer128@example.com,,
ORD-1248,2025-09-18,Mumbai,$898.16,7.6%,3.0,,No,Store,Store,INR,R. Iyer ,customer248@example.com,,
ORD-1505,2025-08-21,Mumbai,"$1,856.88",22.7%,8.0,,No,Partner,Partner,INR,R. Iyer ,customer505@example.com,,
ORD-1015,2026-01-31,Bengaluru,"$1,240.99",12.6%,7.0,54.0,Yes,Store,Store,INR,A. Sharma,customer15@example.com,,
ORD-1417,2025-08-26,bengaluru,$999.28,4.4%,8.0,34.0,No,Online,Online,INR,A. Sharma,customer417@example.com,,
ORD-1292,2026-01-16,Bengaluru,"$1,293.70",3.3%,11.0,25.0,No,Store,Store,INR,P. Nair ,customer292@example.com,,
ORD-1882,2026-02-12,mumbai,"$1,119.84",6.4%,11.0,38.0,No,Online,Online,INR,  M. Khan,customer882@example.com,,
ORD-1093,2025-10-11,mumbai,"$1,540.95",16.9%,1.0,19.0,No,Online,Online,INR,A. Sharma,customer93@example.com,,
ORD-1318,25/01/2026,Kolkata,"$2,757.13",11.7%,2.0,44.0,Yes,Store,Store,INR,  M. Khan,customer318@example.com,,
ORD-1303,2025-07-30,Mumbai,"$1,029.18",14.5%,8.0,34.0,Yes,Online,Online,INR,S. Bose,customer303@example.com,,
ORD-1852,2025-04-15,unknown,$547.92,8.9%,2.0,51.0,No,Store,Store,INR,R. Iyer ,customer852@example.com,,
ORD-1056,2025-08-22,Delhi,$235.87,22.3%,11.0,39.0,No,Store,Store,INR,S. Bose,customer56@example.com,,
ORD-1383,2025-08-08,Chennai,$404.76,32.3%,1.0,,Yes,Online,Online,INR,A. Sharma,customer383@example.com,,
